ca_1	catalan	Els manifestants han denunciat que en els darrers anys "els successius governs d'aquí i d'allà han passat del menyspreu al desmantellament de l'escola pública, començant a Catalunya per la pròpia LEC" i han alertat que s'està "deteriorant greument la qualitat de l'educació pública i les condicions laborals dels treballadors".	successius 	0.45
ca_2	catalan	Els manifestants han denunciat que en els darrers anys "els successius governs d'aquí i d'allà han passat del menyspreu al desmantellament de l'escola pública, començant a Catalunya per la pròpia LEC" i han alertat que s'està "deteriorant greument la qualitat de l'educació pública i les condicions laborals dels treballadors".	deteriorant 	0.525
ca_3	catalan	Els manifestants han denunciat que en els darrers anys "els successius governs d'aquí i d'allà han passat del menyspreu al desmantellament de l'escola pública, començant a Catalunya per la pròpia LEC" i han alertat que s'està "deteriorant greument la qualitat de l'educació pública i les condicions laborals dels treballadors".	desmantellament 	0.625
ca_4	catalan	Ribó ha apel·lat tota la jerarquia eclesiàstica a Catalunya, començant pel cardenal Omella, a "trobar la màxima interlocució i col·laboració pels casos que se'ns puguin presentar" i s'ha mostrat convençut que així serà, perquè li han donat "proves que hi estan disposats".	eclesiàstica 	0.425
ca_5	catalan	Ribó ha apel·lat tota la jerarquia eclesiàstica a Catalunya, començant pel cardenal Omella, a "trobar la màxima interlocució i col·laboració pels casos que se'ns puguin presentar" i s'ha mostrat convençut que així serà, perquè li han donat "proves que hi estan disposats".	jerarquia 	0.525
ca_6	catalan	Ribó ha apel·lat tota la jerarquia eclesiàstica a Catalunya, començant pel cardenal Omella, a "trobar la màxima interlocució i col·laboració pels casos que se'ns puguin presentar" i s'ha mostrat convençut que així serà, perquè li han donat "proves que hi estan disposats".	interlocució 	0.65
ca_7	catalan	Segons afirmen, el text certifica una "profunda claudicació en defensa del sistema d'immersió", tot proposant una "versió pròpia" del TIL aplicat a les Illes Balears que "no recull la realitat sociolingüística del català com a llengua minoritzada".	minoritzada 	0.55
ca_8	catalan	Segons afirmen, el text certifica una "profunda claudicació en defensa del sistema d'immersió", tot proposant una "versió pròpia" del TIL aplicat a les Illes Balears que "no recull la realitat sociolingüística del català com a llengua minoritzada".	claudicació 	0.6
ca_9	catalan	Segons afirmen, el text certifica una "profunda claudicació en defensa del sistema d'immersió", tot proposant una "versió pròpia" del TIL aplicat a les Illes Balears que "no recull la realitat sociolingüística del català com a llengua minoritzada".	sociolingüística 	0.65
ca_10	catalan	D'entre les escoles que inauguraran el curs amb obres destaquen l'escola Ignasi Iglesias que tot i intensificar-se en el període estival, són de gran envergadura i per tant, ja estaven planificades en aquesta línia.	planificades 	0.35
ca_11	catalan	D'entre les escoles que inauguraran el curs amb obres destaquen l'escola Ignasi Iglesias que tot i intensificar-se en el període estival, són de gran envergadura i per tant, ja estaven planificades en aquesta línia.	estival 	0.475
ca_12	catalan	D'entre les escoles que inauguraran el curs amb obres destaquen l'escola Ignasi Iglesias que tot i intensificar-se en el període estival, són de gran envergadura i per tant, ja estaven planificades en aquesta línia.	envergadura 	0.5
ca_13	catalan	El Ministeri d'Educació estudia si en l'aplicació del 155, a través del qual assumeix les competències del Departament d'Ensenyament, pot modificar les normes de preinscripció escolar i incloure, en l'imprès que omplen les famílies, una casella per a què els pares puguin triar el castellà com a llengua vehicular amb què volen escolaritzar els seus fills.	escolaritzar 	0.35
ca_14	catalan	El Ministeri d'Educació estudia si en l'aplicació del 155, a través del qual assumeix les competències del Departament d'Ensenyament, pot modificar les normes de preinscripció escolar i incloure, en l'imprès que omplen les famílies, una casella per a què els pares puguin triar el castellà com a llengua vehicular amb què volen escolaritzar els seus fills.	imprès 	0.425
ca_15	catalan	El Ministeri d'Educació estudia si en l'aplicació del 155, a través del qual assumeix les competències del Departament d'Ensenyament, pot modificar les normes de preinscripció escolar i incloure, en l'imprès que omplen les famílies, una casella per a què els pares puguin triar el castellà com a llengua vehicular amb què volen escolaritzar els seus fills.	vehicular 	0.625
ca_16	catalan	El professorat no ha de ser de transmissor d'informació, sinó que ha d'inculcar el pensament crític i el pensament estratègic per combinar diferents informacions, entendre altres disciplines i distingir l'important de lefímer, ha demanat.	transmissor 	0.425
ca_17	catalan	El professorat no ha de ser de transmissor d'informació, sinó que ha d'inculcar el pensament crític i el pensament estratègic per combinar diferents informacions, entendre altres disciplines i distingir l'important de lefímer, ha demanat.	inculcar 	0.525
ca_18	catalan	El professorat no ha de ser de transmissor d'informació, sinó que ha d'inculcar el pensament crític i el pensament estratègic per combinar diferents informacions, entendre altres disciplines i distingir l'important de l’efímer, ha demanat.	efímer 	0.7
ca_19	catalan	I mentrestant, docents i direccions de centres ofegats en un oceà de burocràcia inútil que no para de créixer, ha afegit la Intersindical.	inútil 	0.175
ca_20	catalan	I mentrestant, docents i direccions de centres ofegats en un oceà de burocràcia inútil que no para de créixer, ha afegit la Intersindical.	oceà 	0.325
ca_21	catalan	I mentrestant, docents i direccions de centres ofegats en un oceà de burocràcia inútil que no para de créixer, ha afegit la Intersindical.	burocràcia 	0.425
ca_22	catalan	Per això, el Síndic recomana a Ensenyament elaborar un decàleg amb instruccions sobre el tractament de la situació política i materials didàctics per poder abordar temes controvertits a les aules, per garantir els drets de tots els infants.	didàctics 	0.475
ca_23	catalan	Per això, el Síndic recomana a Ensenyament elaborar un decàleg amb instruccions sobre el tractament de la situació política i materials didàctics per poder abordar temes controvertits a les aules, per garantir els drets de tots els infants.	controvertits 	0.6
ca_24	catalan	Per això, el Síndic recomana a Ensenyament elaborar un decàleg amb instruccions sobre el tractament de la situació política i materials didàctics per poder abordar temes controvertits a les aules, per garantir els drets de tots els infants.	decàleg 	0.65
ca_25	catalan	També estableix el sistema de qualificacions, que serà la mitjana de les qualificacions numèriques obtingudes a cadascuna de les matèries cursades a la ESO expressada en una escala de l1 al 10 amb dos decimals, i arrodonida a la centèsima.	numèriques 	0.3
ca_26	catalan	També estableix el sistema de qualificacions, que serà la mitjana de les qualificacions numèriques obtingudes a cadascuna de les matèries cursades a la ESO expressada en una escala de l1 al 10 amb dos decimals, i arrodonida a la centèsima.	arrodonida 	0.375
ca_27	catalan	També estableix el sistema de qualificacions, que serà la mitjana de les qualificacions numèriques obtingudes a cadascuna de les matèries cursades a la ESO expressada en una escala de l1 al 10 amb dos decimals, i arrodonida a la centèsima.	decimals 	0.4
ca_28	catalan	Una altra de les mesures que apareix al decàleg és introduir l'educació multicultural i antiracista dins del currículum.	antiracista 	0.425
ca_29	catalan	Una altra de les mesures que apareix al decàleg és introduir l'educació multicultural i antiracista dins del currículum.	multicultural 	0.45
ca_30	catalan	Una altra de les mesures que apareix al decàleg és introduir l'educació multicultural i antiracista dins del currículum.	decàleg 	0.625
