de_1	german	Das Grausen überwältigte alle seine Sinne, er stürzte verworren aus dem Zimmer durch die öden widerhallenden Gemächer und Säulengänge hinab.	Grausen	0.6
de_2	german	Das Grausen überwältigte alle seine Sinne, er stürzte verworren aus dem Zimmer durch die öden widerhallenden Gemächer und Säulengänge hinab.	verworren	0.55
de_3	german	Das Grausen überwältigte alle seine Sinne, er stürzte verworren aus dem Zimmer durch die öden widerhallenden Gemächer und Säulengänge hinab.	überwältigen	0.325
de_4	german	Es kommt nach allen heftigen Gemütsbewegungen, die unser ganzes Wesen durchschüttern, eine stillklare Heiterkeit über die Seele, gleich wie die Felder nach einem Gewitter frischer grünen und aufatmen.	Gemütsbewegung	0.65
de_5	german	Es kommt nach allen heftigen Gemütsbewegungen, die unser ganzes Wesen durchschüttern, eine stillklare Heiterkeit über die Seele, gleich wie die Felder nach einem Gewitter frischer grünen und aufatmen.	durchschüttern	0.65
de_6	german	Es kommt nach allen heftigen Gemütsbewegungen, die unser ganzes Wesen durchschüttern, eine stillklare Heiterkeit über die Seele, gleich wie die Felder nach einem Gewitter frischer grünen und aufatmen.	Heiterkeit	0.4
de_7	german	Florio war recht  innerlichst vergnügt, alle blöde Bangigkeit war von seiner Seele genommen, und er sah fast träumerisch still vor fröhlichen Gedanken zwischen den Lichtern und Blumen in die wunderschöne, langsam in die Abendgluten versinkende Landschaft vor sich hinaus.	recht	0.275
de_8	german	Florio war recht innerlichst vergnügt, alle blöde Bangigkeit war von seiner Seele genommen, und er sah fast träumerisch still vor fröhlichen Gedanken zwischen den Lichtern und Blumen in die wunderschöne, langsam in die Abendgluten versinkende Landschaft vor sich hinaus.	Bangigkeit	0.65
de_9	german	Florio war recht innerlichst vergnügt, alle blöde Bangigkeit war von seiner Seele genommen, und er sah fast träumerisch still vor fröhlichen Gedanken zwischen den Lichtern und Blumen in die wunderschöne, langsam in die Abendgluten versinkende Landschaft vor sich hinaus.	Abendglut	0.75
de_10	german	Zwar wurden die westlichen Alliierten durch Gewährsleute über die Planung „drastischer Maßnahmen“ zur Abriegelung von West-Berlin informiert, vom konkreten Zeitpunkt und Ausmaß der Absperrung gaben sie sich jedoch öffentlich überrascht.	drastisch	0.375
de_11	german	Zwar wurden die westlichen Alliierten durch Gewährsleute über die Planung „drastischer Maßnahmen“ zur Abriegelung von West-Berlin informiert, vom konkreten Zeitpunkt und Ausmaß der Absperrung gaben sie sich jedoch öffentlich überrascht.	Gewährsleute	0.875
de_12	german	Zwar wurden die westlichen Alliierten durch Gewährsleute über die Planung „drastischer Maßnahmen“ zur Abriegelung von West-Berlin informiert, vom konkreten Zeitpunkt und Ausmaß der Absperrung gaben sie sich jedoch öffentlich überrascht.	Ausmaß	0.275
de_13	german	Gleichwohl wurden auf vielen in die Westsektoren führenden Straßen, in Eisenbahnen und anderen Verkehrsmitteln durch die Volkspolizei intensiv Personenkontrollen durchgeführt, um u. a. Fluchtverdächtige und Schmuggler aufzugreifen.	Gleichwohl	0.425
de_14	german	Gleichwohl wurden auf vielen in die Westsektoren führenden Straßen, in Eisenbahnen und anderen Verkehrsmitteln durch die Volkspolizei intensiv Personenkontrollen durchgeführt, um u. a. Fluchtverdächtige und Schmuggler aufzugreifen.	Schmuggler	0.225
de_15	german	Gleichwohl wurden auf vielen in die Westsektoren führenden Straßen, in Eisenbahnen und anderen Verkehrsmitteln durch die Volkspolizei intensiv Personenkontrollen durchgeführt, um u. a. Fluchtverdächtige und Schmuggler aufzugreifen.	aufgreifen	0.275
de_16	german	So fanden sich bereits am 13. August Ost-Berliner an den Grenzübergängen zu West-Berlin ein, die lautstark ihren Unmut artikulierten.	lautstark	0.225
de_17	german	So fanden sich bereits am 13. August Ost-Berliner an den Grenzübergängen zu West-Berlin ein, die lautstark ihren Unmut artikulierten.	Unmut	0.4
de_18	german	So fanden sich bereits am 13. August Ost-Berliner an den Grenzübergängen zu West-Berlin ein, die lautstark ihren Unmut artikulierten.	artikulieren	0.25
de_19	german	Das Verhältnis zwischen den beiden verschlechterte sich während ihrer Amtszeit zusehends; nach vier Jahren hatte sich Burr der republikanischen Partei so entfremdet, dass er 1804 nicht wieder zur Wahl nominiert wurde.	Verhältnis	0.25
de_20	german	Das Verhältnis zwischen den beiden verschlechterte sich während ihrer Amtszeit zusehends; nach vier Jahren hatte sich Burr der republikanischen Partei so entfremdet, dass er 1804 nicht wieder zur Wahl nominiert wurde.	zusehends	0.475
de_21	german	Das Verhältnis zwischen den beiden verschlechterte sich während ihrer Amtszeit zusehends; nach vier Jahren hatte sich Burr der republikanischen Partei so entfremdet, dass er 1804 nicht wieder zur Wahl nominiert wurde.	nominieren	0.25
de_22	german	Währenddessen hatte sich die Führung der Sowjetunion ihre eigenen Gedanken zur Lage in der DDR gemacht und konzipierte Ende Mai die Maßnahmen zur Gesundung der politischen Lage in der DDR, die einer nach Moskau bestellten SED-Delegation am 2. Juni 1953 mitgeteilt wurden.	Lage	0.15
de_23	german	Währenddessen hatte sich die Führung der Sowjetunion ihre eigenen Gedanken zur Lage in der DDR gemacht und konzipierte Ende Mai die Maßnahmen zur Gesundung der politischen Lage in der DDR, die einer nach Moskau bestellten SED-Delegation am 2. Juni 1953 mitgeteilt wurden.	konzipieren	0.475
de_24	german	Währenddessen hatte sich die Führung der Sowjetunion ihre eigenen Gedanken zur Lage in der DDR gemacht und konzipierte Ende Mai die Maßnahmen zur Gesundung der politischen Lage in der DDR, die einer nach Moskau bestellten SED-Delegation am 2. Juni 1953 mitgeteilt wurden.	Maßnahme	0.275
de_25	german	Seine zwiespältige Haltung gegenüber der Institution der Sklaverei lässt sich aus heutiger Sicht nur schwerlich mit seinen Überzeugungen von Freiheit und Gleichheit vereinen.	zwiespältig	0.55
de_26	german	Seine zwiespältige Haltung gegenüber der Institution der Sklaverei lässt sich aus heutiger Sicht nur schwerlich mit seinen Überzeugungen von Freiheit und Gleichheit vereinen.	Haltung	0.325
de_27	german	Seine zwiespältige Haltung gegenüber der Institution der Sklaverei lässt sich aus heutiger Sicht nur schwerlich mit seinen Überzeugungen von Freiheit und Gleichheit vereinen.	Sicht	0.175
de_28	german	Besonders innerhalb der SPD tobten um die avisierte Vereinigung heftige Kontroversen.	toben	0.25
de_29	german	Besonders innerhalb der SPD tobten um die avisierte Vereinigung heftige Kontroversen.	avisieren	0.7
de_30	german	Besonders innerhalb der SPD tobten um die avisierte Vereinigung heftige Kontroversen.	Kontroverse	0.35
